	Contig_name	Sample	Contig_length	ARG	Gene	Gene2	Fam	identity	coverage	start	end	Country	Technology	kraken2023	kaiju_nr_euk	kaiju_refseq	Diamond_nr	Class	Tax	Diamond_nr_genes	Integron	Platon_ID	Length	Coverage	X._ORFs	RDS	Circular	Inc_Type.s.	X._Replication	X._Mobilization	X._OriT	X._Conjugation	X._AMRs	X._rRNAs	X._Plasmid_Hits	SYNTENY	DIRECTION	CLADE_A	CLADE_B	LCA	Surface
2418	DD4_spa_n_383fb85e-5474-4055-a6b8-cb172c7b6aa2	DD4_spa_n	3430	tet(40)_1_FJ158002	tet(40)	tet(40)	Tetracycline	95.203	100.737.100.737.101	837	2047	Spain	nanopore	Yeguia hominis 	Ruminococcus sp. 210702-SL.1.03	Bacillota	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2419	DD4_spa_n_3c43dcf3-9b57-4fe4-b902-c68710c8c154	DD4_spa_n	9303	erm(B)_6_AF242872	erm(B)	erm(B)	Macrolide, Lincosamide, Streptogramin B	95.174	998.661.311.914.324	5305	6034	Spain	nanopore	Lactococcus lactis 	Bacteria	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 8	-	DD4_spa_n_3c43dcf3-9b57-4fe4-b902-c68710c8c154	9303	NA	10	0	no	1	0	0	0	0	0	0	0	-	-	-	-	-	dirty drain
2420	DD4_spa_n_3c43dcf3-9b57-4fe4-b902-c68710c8c154	DD4_spa_n	9303	tet(L)_2_M29725	tet(L)	tet(L)	Tetracycline	96.753	100.653.594.771.242	232	1600	Spain	nanopore	Lactococcus lactis 	Bacteria	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 8	-	DD4_spa_n_3c43dcf3-9b57-4fe4-b902-c68710c8c154	9303	NA	10	0	no	1	0	0	0	0	0	0	0	-	-	-	-	-	dirty drain
2421	DD4_spa_n_3c43dcf3-9b57-4fe4-b902-c68710c8c154	DD4_spa_n	9303	tet(O/W/32/O)_2_FM164392	tet(O/W/32/O)	tet(O/W/32/O)	Tetracycline	93.519	101.25	2258	4139	Spain	nanopore	Lactococcus lactis 	Bacteria	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 8	-	DD4_spa_n_3c43dcf3-9b57-4fe4-b902-c68710c8c154	9303	NA	10	0	no	1	0	0	0	0	0	0	0	-	-	-	-	-	dirty drain
2422	DD4_spa_n_3c8589e4-c733-4b53-848a-848792dad006	DD4_spa_n	6164	erm(B)_6_AF242872	erm(B)	erm(B)	Macrolide, Lincosamide, Streptogramin B	96.424	101.070.950.468.541	2033	2782	Spain	nanopore	Streptococcus alactolyticus 	Streptococcus alactolyticus	Streptococcus equinus	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus"	g	Genes: 10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2423	DD4_spa_n_43705a24-b48c-4580-b64f-6051ee332fb8	DD4_spa_n	6534	tet(33)_1_AY255627	tet(33)	tet(33)	Tetracycline	96.437	100.898.692.810.458	785	2005	Spain	nanopore	Corynebacterium pollutisoli 	Pseudomonas aeruginosa	root	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes"	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota;c_Actinomycetes"	c	Genes: 13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2424	DD4_spa_n_4b786e86-7dd0-53af-9252-f613ad1b8bfc	DD4_spa_n	1257	blaOXA-427_1_KX827604	blaOXA-427	blaOXA-427	Beta-lactam	87.904	894.339.622.641.509	551	1257	Spain	nanopore	Aeromonas rivipollensis 	Gammaproteobacteria	Gammaproteobacteria	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	g	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2425	DD4_spa_n_4ba01ab5-af7e-41e7-9270-35d5f945fb0b	DD4_spa_n	7786	tet(O/W/32/O)_2_FM164392	tet(O/W/32/O)	tet(O/W/32/O)	Tetracycline	99.167	100.052.083.333.333	503	2415	Spain	nanopore	Lactobacillus kitasatonis DSM 16761 = JCM 1039 	Lactobacillus amylovorus	Lactobacillus amylovorus	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus"	g	Genes: 12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2426	DD4_spa_n_4d6779b9-9028-4730-8d3e-2fccc06b4a1f	DD4_spa_n	9153	ant(6)-Ia_2_KF421157	ant(6)-Ia	ant(6)-Ia	Aminoglycoside	98.958	100	3582	4438	Spain	nanopore	Streptococcus alactolyticus 	Streptococcus	Bacillota	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2427	DD4_spa_n_5165db96-5942-4f1b-a0b0-ac113a129994	DD4_spa_n	7632	ant(6)-Ia_2_KF421157	ant(6)-Ia	ant(6)-Ia	Aminoglycoside	99.422	100.115.740.740.741	2018	2881	Spain	nanopore	Streptococcus alactolyticus 	Bacillota	Bacillota	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 13	-	DD4_spa_n_5165db96-5942-4f1b-a0b0-ac113a129994	7632	NA	13	0.4	no	0	0	0	0	0	1	0	1	-	-	-	-	-	dirty drain
2428	DD4_spa_n_5165db96-5942-4f1b-a0b0-ac113a129994	DD4_spa_n	7632	lnu(B)_2_JQ861959	lnu(B)	lnu(B)	Lincosamide	99.255	100.124.378.109.453	6390	7192	Spain	nanopore	Streptococcus alactolyticus 	Bacillota	Bacillota	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 13	-	DD4_spa_n_5165db96-5942-4f1b-a0b0-ac113a129994	7632	NA	13	0.4	no	0	0	0	0	0	1	0	1	-	-	-	-	-	dirty drain
2429	DD4_spa_n_56e573ae-0807-49ab-88e8-eef348c249f7	DD4_spa_n	16822	tet(L)_2_M29725	tet(L)	tet(L)	Tetracycline	98.625	100.363.108.206.245	3651	5028	Spain	nanopore	Streptococcus alactolyticus 	Enterococcus faecalis	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	o	Genes: 26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2430	DD4_spa_n_56e573ae-0807-49ab-88e8-eef348c249f7	DD4_spa_n	16822	tet(O/W/32/O)_2_FM164392	tet(O/W/32/O)	tet(O/W/32/O)	Tetracycline	96.993	10.046.875	197	2095	Spain	nanopore	Streptococcus alactolyticus 	Enterococcus faecalis	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	o	Genes: 26	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2431	DD4_spa_n_589e127e-e788-5b5a-91c3-bc546aa18855	DD4_spa_n	10697	ant(6)-Ia_1_AF330699	ant(6)-Ia	ant(6)-Ia	Aminoglycoside	98.468	100.550.055.005.501	8548	9458	Spain	nanopore	Peptoniphilus faecalis 	Streptococcus suis	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2432	DD4_spa_n_589e127e-e788-5b5a-91c3-bc546aa18855	DD4_spa_n	10697	lnu(B)_2_JQ861959	lnu(B)	lnu(B)	Lincosamide	99.256	100.248.756.218.905	4238	5042	Spain	nanopore	Peptoniphilus faecalis 	Streptococcus suis	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2433	DD4_spa_n_589e127e-e788-5b5a-91c3-bc546aa18855	DD4_spa_n	10697	lsa(E)_1_JX560992	lsa(E)	lsa(E)	Lincosamide, Streptogramin A, Pleuromutilin	98.52	10.006.734.006.734	2708	4183	Spain	nanopore	Peptoniphilus faecalis 	Streptococcus suis	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2434	DD4_spa_n_58e6adc8-fb29-47c0-9d50-3554c6d321ee	DD4_spa_n	11172	tet(Q)_1_L33696	tet(Q)	tet(Q)	Tetracycline	96.443	100.726.895.119.418	7544	9464	Spain	nanopore	Segatella copri DSM 18205 	Bacteroidales	Segatella copri DSM 18205	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	o	Genes: 20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2435	DD4_spa_n_597942c5-3bb3-4431-862f-d9f5e481b688	DD4_spa_n	2872	tet(W)_4_FN396364	tet(W)	tet(W)	Tetracycline	95.471	100.052.083.333.333	787	2689	Spain	nanopore	Intestinimonas butyriciproducens 	Lactobacillus amylovorus	Lactobacillus amylovorus	k_Bacteria	k_Bacteria	k	Genes: 5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2436	DD4_spa_n_5ad7b2c1-eabe-48c0-b894-2c352a8cb64d	DD4_spa_n	8539	erm(B)_18_X66468	erm(B)	erm(B)	Macrolide, Lincosamide, Streptogramin B	97.379	100.131.233.595.801	2666	3419	Spain	nanopore	Streptococcus alactolyticus 	Streptococcus alactolyticus	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus"	g	Genes: 12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2437	DD4_spa_n_5d0a79dc-a46d-52d1-adee-4be278fc3dc5	DD4_spa_n	13553	tet(W)_4_FN396364	tet(W)	tet(W)	Tetracycline	94.525	100.833.333.333.333	3247	5155	Spain	nanopore	Lactobacillus amylovorus GRL1118 	Lactobacillus amylovorus	Lactobacillus amylovorus	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus"	g	Genes: 21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2438	DD4_spa_n_5f64803f-c020-42d0-9873-079de5062dfb	DD4_spa_n	4383	sul2_2_AY034138	sul2	sul2	Folate pathway antagonist	99.266	100.122.549.019.608	2614	3428	Spain	nanopore	Acinetobacter radioresistens 	Acinetobacter	Acinetobacter	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Moraxellales;f_Moraxellaceae"	f	Genes: 7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2439	DD4_spa_n_62338762-21aa-447a-a165-363f7e9ed02a	DD4_spa_n	21610	tet(Q)_1_L33696	tet(Q)	tet(Q)	Tetracycline	91.28	101.817.237.798.546	12020	13944	Spain	nanopore	Hallella faecis 	Bacteroidales	Anoxybacillus flavithermus	k_Bacteria	k_Bacteria	k	Genes: 27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AABBBBBBBB	A?B	g__Prevotella	s__Anoxybacillus_flavithermus	k__Bacteria	dirty drain
2440	DD4_spa_n_64de5437-6237-498e-8dbf-f34c6171b699	DD4_spa_n	7690	tet(Q)_1_L33696	tet(Q)	tet(Q)	Tetracycline	89.659	100.415.368.639.668	2506	4404	Spain	nanopore	Hallella faecis 	Petrimonas mucosa	Petrimonas mucosa	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	o	Genes: 9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2441	DD4_spa_n_6624bdb7-3bb7-4d23-a82e-0a53c0355441	DD4_spa_n	6283	tet(L)_2_M29725	tet(L)	tet(L)	Tetracycline	97.61	100.290.486.564.996	2514	3881	Spain	nanopore	Streptococcus plurextorum DSM 22810 	Bacteria	Lactobacillales	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 9	-	DD4_spa_n_6624bdb7-3bb7-4d23-a82e-0a53c0355441	6283	NA	9	0	no	1	0	0	0	0	0	0	0	-	-	-	-	-	dirty drain
2442	DD4_spa_n_6624bdb7-3bb7-4d23-a82e-0a53c0355441	DD4_spa_n	6283	tet(O/W/32/O)_2_FM164392	tet(O/W/32/O)	tet(O/W/32/O)	Tetracycline	98.597	100.260.416.666.667	443	2352	Spain	nanopore	Streptococcus plurextorum DSM 22810 	Bacteria	Lactobacillales	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 9	-	DD4_spa_n_6624bdb7-3bb7-4d23-a82e-0a53c0355441	6283	NA	9	0	no	1	0	0	0	0	0	0	0	-	-	-	-	-	dirty drain
2443	DD4_spa_n_6670974d-7e76-5e93-b58c-d4042632726a	DD4_spa_n	3033	ampH_2_HQ586946	ampH	ampH	Beta-lactam	94.493	100.503.144.654.088	772	1565	Spain	nanopore	Aeromonas hydrophila 	Aeromonas	Aeromonas	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	g	Genes: 7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2444	DD4_spa_n_695909da-a883-4278-9ca3-4793627f5dbd	DD4_spa_n	6038	blaOXA-118_1_AF371964	blaOXA-118	blaOXA-46 like	Beta-lactam	93.3	100.624.219.725.343	5170	5967	Spain	nanopore	Thiothrix winogradskyi 	Bacteria	Thiothrix winogradskyi			NA	Genes: 8	integron found	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2445	DD4_spa_n_6f4bcb5d-bdf6-4dca-b992-60d88da5d957	DD4_spa_n	12054	tet(W)_4_FN396364	tet(W)	tet(W)	Tetracycline	95.535	1.003.125	3575	5475	Spain	nanopore	Lactobacillus amylovorus GRL1118 	Bacteria	Terrabacteria group	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus"	g	Genes: 14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2446	DD4_spa_n_7bdef9bb-b1b1-4684-9c4b-24053f074c84	DD4_spa_n	7855	blaCMY-8b_1_DQ094251	blaCMY-8b	blaCMY-1 like	Beta-lactam	81.418	969.538.729.329.852	4704	5797	Spain	nanopore	Aeromonas rivipollensis 	Aeromonas rivipollensis	Aeromonas	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Aeromonadales;f_Aeromonadaceae;g_Aeromonas"	g	Genes: 15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2447	DD4_spa_n_7dc482d6-f98f-4133-a154-c270be638fe2	DD4_spa_n	13774	lnu(C)_1_AY928180	lnu(C)	lnu(C)	Lincosamide	97.586	10.040.404.040.404	7736	8230	Spain	nanopore	Streptococcus alactolyticus 	Streptococcus thermophilus	Streptococcus thermophilus	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	o	Genes: 23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2448	DD4_spa_n_812b929a-edaa-416a-93e0-82188a55908f	DD4_spa_n	4937	ant(6)-Ia_2_KF421157	ant(6)-Ia	ant(6)-Ia	Aminoglycoside	95.904	101.736.111.111.111	3746	4615	Spain	nanopore	Clostridium 	Staphylococcus pseudintermedius	Staphylococcus pseudintermedius	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2449	DD4_spa_n_83c04a9c-b454-48d5-82b5-bb6dfd857425	DD4_spa_n	7743	ant(6)-Ia_1_AF330699	ant(6)-Ia	ant(6)-Ia	Aminoglycoside	97.923	100.660.066.006.601	2583	3487	Spain	nanopore	Streptococcus alactolyticus 	Streptococcus alactolyticus	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	o	Genes: 14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAAAABA	B>A	g__Streptococcus	g__Coprococcus	p__Firmicutes	dirty drain
2450	DD4_spa_n_83c04a9c-b454-48d5-82b5-bb6dfd857425	DD4_spa_n	7743	aph(3')-III_1_M26832	aph(3')-III	aph(3')-III	Aminoglycoside	96.77	10.125.786.163.522	1155	1953	Spain	nanopore	Streptococcus alactolyticus 	Streptococcus alactolyticus	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli;o_Lactobacillales"	o	Genes: 14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AAAAABA	B>A	g__Streptococcus	g__Coprococcus	p__Firmicutes	dirty drain
2451	DD4_spa_n_882b71cd-14e8-5787-a8c6-ae81e6b15a75	DD4_spa_n	4938	mef(A)_3_AF227520	mef(A)	mef(A)	Macrolide	92.766	964.696.223.316.913	3770	4938	Spain	nanopore	Segatella copri DSM 18205 	Prevotella copri	Segatella copri DSM 18205	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	"k_Bacteria;n_FCB group;n_Bacteroidota/Chlorobiota group;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales"	o	Genes: 9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2452	DD4_spa_n_8b511dec-7067-472f-835e-0cfd724b58e2	DD4_spa_n	3866	tet(Q)_1_L33696	tet(Q)	tet(Q)	Tetracycline	94.731	101.505.711.318.795	1684	3613	Spain	nanopore	Segatella copri DSM 18205 	Bacteria	Bacteroidota			NA	Genes: 1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2453	DD4_spa_n_8c28b2aa-9dad-5ed1-8a57-b188c36c8f68	DD4_spa_n	9121	Cfr(E)_1_NG_070225	cfr(E)	cfr(E)	Amphenicol	98.164	100	1258	2285	Spain	nanopore	Ruminococcus difficilis 	Bacillota	Clostridioides difficile	k_Bacteria	k_Bacteria	k	Genes: 21	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2454	DD4_spa_n_8c380376-bd86-4db1-9b38-9c2f9e91347f	DD4_spa_n	9937	ant(6)-Ib_1_FN594949	ant(6)-Ib	ant(6)-Ib	Aminoglycoside	98.722	10.034.965.034.965	2872	3726	Spain	nanopore	Amedibacterium intestinale 	Coprobacillus sp. CAG:605	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2455	DD4_spa_n_8c380376-bd86-4db1-9b38-9c2f9e91347f	DD4_spa_n	9937	tet(44)_2_FN594949	tet(44)	tet(44)	Tetracycline	96.849	100.676.027.041.082	4041	5965	Spain	nanopore	Amedibacterium intestinale 	Coprobacillus sp. CAG:605	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2456	DD4_spa_n_905a9aa5-dd97-4dd1-9dfe-a61083ebd8bf	DD4_spa_n	7940	floR_2_AF118107	floR	floR	Amphenicol	96.473	100.329.218.106.996	1227	2435	Spain	nanopore	Pseudocitrobacter vendiensis 	Klebsiella pneumoniae subsp. pneumoniae KPNIH12	Klebsiella pneumoniae subsp. pneumoniae HS11286	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	"k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Enterobacterales;f_Enterobacteriaceae"	f	Genes: 14	-	DD4_spa_n_905a9aa5-dd97-4dd1-9dfe-a61083ebd8bf	7940	NA	15	1.4	no	0	0	0	0	0	0	0	0	-	-	-	-	-	dirty drain
2457	DD4_spa_n_90f26f12-a7ac-4730-b4cd-e370fc19a5f8	DD4_spa_n	3481	ant(6)-Ia_3_KF864551	ant(6)-Ia	ant(6)-Ia	Aminoglycoside	98.393	100.461.361.014.994	2391	3257	Spain	nanopore	Holdemanella hominis 	Bacteria	Bacteria	k_Bacteria	k_Bacteria	k	Genes: 4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2458	DD4_spa_n_90f26f12-a7ac-4730-b4cd-e370fc19a5f8	DD4_spa_n	3481	lnu(C)_1_AY928180	lnu(C)	lnu(C)	Lincosamide	97.581	10.020.202.020.202	1201	1694	Spain	nanopore	Holdemanella hominis 	Bacteria	Bacteria	k_Bacteria	k_Bacteria	k	Genes: 4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2459	DD4_spa_n_92f4bb86-7a37-4d95-a5f0-fb4f26aa05a7	DD4_spa_n	6438	ant(6)-Ia_1_AF330699	ant(6)-Ia	ant(6)-Ia	Aminoglycoside	93.77	100.660.066.006.601	2017	2915	Spain	nanopore	Anaerosalibacter massiliensis 	Clostridioides difficile	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2460	DD4_spa_n_92f4bb86-7a37-4d95-a5f0-fb4f26aa05a7	DD4_spa_n	6438	aph(3')-III_1_M26832	aph(3')-III	aph(3')-III	Aminoglycoside	97.75	10.062.893.081.761	593	1387	Spain	nanopore	Anaerosalibacter massiliensis 	Clostridioides difficile	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	"k_Bacteria;n_Terrabacteria group;p_Bacillota"	p	Genes: 11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2461	DD4_spa_n_940fc7b5-3b69-4939-bd8a-610966a0f5da	DD4_spa_n	3329	aph(3')-IIIa_1_AF330699	aph(3')-IIIa	aph(3')-III	Aminoglycoside	96.025	10.125.786.163.522	1567	2363	Spain	nanopore	Collinsella phocaeensis 	Actinomycetota	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota"	"k_Bacteria;n_Terrabacteria group;p_Actinomycetota"	p	Genes: 5	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2462	DD4_spa_n_941bcd83-c4d2-40ca-ad58-2893b6e0c2f2	DD4_spa_n	1263	lsa(E)_1_JX560992	lsa(E)	lsa(E)	Lincosamide, Streptogramin A, Pleuromutilin	93.884	814.814.814.814.815	1	1182	Spain	nanopore	Bacillota 	root	Bacillota	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
2463	DD4_spa_n_98282943-a195-4858-8460-6fec50a092f7	DD4_spa_n	1760	aph(3')-III_1_M26832	aph(3')-III	aph(3')-III	Aminoglycoside	94.875	10.062.893.081.761	221	1006	Spain	nanopore	Ruminococcus difficilis 	Bacteria	Bacteria	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	"k_Bacteria;n_Terrabacteria group;p_Bacillota;c_Bacilli"	c	Genes: 4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dirty drain
